user_id,action_type,action_id,server_response,timestamp
3,create_message,2543,success,2023-01-01 00:00:00
5,create_message,7544,success,2023-01-01 00:00:00
6,registration,,success,2023-01-02 00:00:00
7,registration,,success,2023-01-02 00:00:00
8,registration,,success,2023-01-02 00:00:00
9,registration,,success,2023-01-02 00:00:00
10,registration,,success,2023-01-02 00:00:00
7,first_visit,,success,2023-01-02 00:00:00
2,first_visit,,success,2023-01-02 00:00:00
6,first_visit,,success,2023-01-02 00:00:00
2,first_visit,,success,2023-01-02 00:00:00
7,first_visit,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
,registration,,success,2023-01-02 00:00:00
5,login,,success,2023-01-02 00:00:00
6,login,,success,2023-01-02 00:00:00
3,login,,success,2023-01-02 00:00:00
10,login,,success,2023-01-02 00:00:00
9,login,,success,2023-01-02 00:00:00
7,logout,,success,2023-01-02 00:00:00
6,logout,,success,2023-01-02 00:00:00
8,logout,,success,2023-01-02 00:00:00
2,logout,,success,2023-01-02 00:00:00
3,logout,,success,2023-01-02 00:00:00
3,create_topic,6430,success,2023-01-02 00:00:00
,create_topic,1754,error,2023-01-02 00:00:00
10,create_topic,8153,success,2023-01-02 00:00:00
7,create_topic,1075,success,2023-01-02 00:00:00
,create_topic,3080,error,2023-01-02 00:00:00
,create_topic,7711,error,2023-01-02 00:00:00
,create_topic,3881,error,2023-01-02 00:00:00
9,view_topic,,success,2023-01-02 00:00:00
4,view_topic,,success,2023-01-02 00:00:00
6,view_topic,,success,2023-01-02 00:00:00
2,view_topic,,success,2023-01-02 00:00:00
4,view_topic,,success,2023-01-02 00:00:00
9,delete_topic,,success,2023-01-02 00:00:00
2,delete_topic,,success,2023-01-02 00:00:00
8,delete_topic,,success,2023-01-02 00:00:00
8,delete_topic,,success,2023-01-02 00:00:00
7,delete_topic,,success,2023-01-02 00:00:00
6,create_message,4234,success,2023-01-02 00:00:00
6,create_message,2522,success,2023-01-02 00:00:00
6,create_message,9340,success,2023-01-02 00:00:00
9,create_message,5927,success,2023-01-02 00:00:00
7,create_message,7933,success,2023-01-02 00:00:00
11,registration,,success,2023-01-03 00:00:00
12,registration,,success,2023-01-03 00:00:00
13,registration,,success,2023-01-03 00:00:00
14,registration,,success,2023-01-03 00:00:00
15,registration,,success,2023-01-03 00:00:00
7,first_visit,,success,2023-01-03 00:00:00
1,first_visit,,success,2023-01-03 00:00:00
11,first_visit,,success,2023-01-03 00:00:00
9,first_visit,,success,2023-01-03 00:00:00
7,first_visit,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
,registration,,success,2023-01-03 00:00:00
14,login,,success,2023-01-03 00:00:00
1,login,,success,2023-01-03 00:00:00
6,login,,success,2023-01-03 00:00:00
8,login,,success,2023-01-03 00:00:00
4,login,,success,2023-01-03 00:00:00
5,logout,,success,2023-01-03 00:00:00
12,logout,,success,2023-01-03 00:00:00
11,logout,,success,2023-01-03 00:00:00
9,logout,,success,2023-01-03 00:00:00
11,logout,,success,2023-01-03 00:00:00
1,create_topic,1434,success,2023-01-03 00:00:00
,create_topic,4950,error,2023-01-03 00:00:00
,create_topic,3853,error,2023-01-03 00:00:00
,create_topic,1847,error,2023-01-03 00:00:00
,create_topic,2697,error,2023-01-03 00:00:00
,create_topic,1669,error,2023-01-03 00:00:00
10,create_topic,7730,success,2023-01-03 00:00:00
3,view_topic,,success,2023-01-03 00:00:00
15,view_topic,,success,2023-01-03 00:00:00
10,view_topic,,success,2023-01-03 00:00:00
3,view_topic,,success,2023-01-03 00:00:00
5,view_topic,,success,2023-01-03 00:00:00
2,delete_topic,,success,2023-01-03 00:00:00
9,delete_topic,,success,2023-01-03 00:00:00
4,delete_topic,,success,2023-01-03 00:00:00
9,delete_topic,,success,2023-01-03 00:00:00
8,delete_topic,,success,2023-01-03 00:00:00
15,create_message,8073,success,2023-01-03 00:00:00
13,create_message,6847,success,2023-01-03 00:00:00
8,create_message,9933,success,2023-01-03 00:00:00
15,create_message,7700,success,2023-01-03 00:00:00
14,create_message,8988,success,2023-01-03 00:00:00
16,registration,,success,2023-01-04 00:00:00
17,registration,,success,2023-01-04 00:00:00
18,registration,,success,2023-01-04 00:00:00
19,registration,,success,2023-01-04 00:00:00
20,registration,,success,2023-01-04 00:00:00
18,first_visit,,success,2023-01-04 00:00:00
11,first_visit,,success,2023-01-04 00:00:00
15,first_visit,,success,2023-01-04 00:00:00
13,first_visit,,success,2023-01-04 00:00:00
13,first_visit,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
,registration,,success,2023-01-04 00:00:00
16,login,,success,2023-01-04 00:00:00
2,login,,success,2023-01-04 00:00:00
18,login,,success,2023-01-04 00:00:00
12,login,,success,2023-01-04 00:00:00
14,login,,success,2023-01-04 00:00:00
5,logout,,success,2023-01-04 00:00:00
5,logout,,success,2023-01-04 00:00:00
2,logout,,success,2023-01-04 00:00:00
9,logout,,success,2023-01-04 00:00:00
20,logout,,success,2023-01-04 00:00:00
,create_topic,8323,error,2023-01-04 00:00:00
,create_topic,8594,error,2023-01-04 00:00:00
10,create_topic,4786,success,2023-01-04 00:00:00
6,create_topic,8818,success,2023-01-04 00:00:00
2,create_topic,4584,success,2023-01-04 00:00:00
17,create_topic,4541,success,2023-01-04 00:00:00
15,create_topic,2625,success,2023-01-04 00:00:00
5,view_topic,,success,2023-01-04 00:00:00
17,view_topic,,success,2023-01-04 00:00:00
2,view_topic,,success,2023-01-04 00:00:00
6,view_topic,,success,2023-01-04 00:00:00
10,view_topic,,success,2023-01-04 00:00:00
2,delete_topic,,success,2023-01-04 00:00:00
7,delete_topic,,success,2023-01-04 00:00:00
5,delete_topic,,success,2023-01-04 00:00:00
8,delete_topic,,success,2023-01-04 00:00:00
7,delete_topic,,success,2023-01-04 00:00:00
20,create_message,6217,success,2023-01-04 00:00:00
15,create_message,9503,success,2023-01-04 00:00:00
14,create_message,1281,success,2023-01-04 00:00:00
8,create_message,9618,success,2023-01-04 00:00:00
7,create_message,6450,success,2023-01-04 00:00:00
21,registration,,success,2023-01-05 00:00:00
22,registration,,success,2023-01-05 00:00:00
23,registration,,success,2023-01-05 00:00:00
24,registration,,success,2023-01-05 00:00:00
25,registration,,success,2023-01-05 00:00:00
25,first_visit,,success,2023-01-05 00:00:00
15,first_visit,,success,2023-01-05 00:00:00
13,first_visit,,success,2023-01-05 00:00:00
12,first_visit,,success,2023-01-05 00:00:00
10,first_visit,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
,registration,,success,2023-01-05 00:00:00
23,login,,success,2023-01-05 00:00:00
20,login,,success,2023-01-05 00:00:00
4,login,,success,2023-01-05 00:00:00
17,login,,success,2023-01-05 00:00:00
24,login,,success,2023-01-05 00:00:00
22,logout,,success,2023-01-05 00:00:00
14,logout,,success,2023-01-05 00:00:00
2,logout,,success,2023-01-05 00:00:00
22,logout,,success,2023-01-05 00:00:00
8,logout,,success,2023-01-05 00:00:00
19,create_topic,7684,success,2023-01-05 00:00:00
15,create_topic,9871,success,2023-01-05 00:00:00
6,create_topic,5401,success,2023-01-05 00:00:00
3,create_topic,1045,success,2023-01-05 00:00:00
6,create_topic,5028,success,2023-01-05 00:00:00
3,create_topic,9497,success,2023-01-05 00:00:00
,create_topic,7407,error,2023-01-05 00:00:00
1,view_topic,,success,2023-01-05 00:00:00
13,view_topic,,success,2023-01-05 00:00:00
1,view_topic,,success,2023-01-05 00:00:00
16,view_topic,,success,2023-01-05 00:00:00
21,view_topic,,success,2023-01-05 00:00:00
4,delete_topic,,success,2023-01-05 00:00:00
24,delete_topic,,success,2023-01-05 00:00:00
5,delete_topic,,success,2023-01-05 00:00:00
1,delete_topic,,success,2023-01-05 00:00:00
10,delete_topic,,success,2023-01-05 00:00:00
2,create_message,3188,success,2023-01-05 00:00:00
19,create_message,5481,success,2023-01-05 00:00:00
22,create_message,5190,success,2023-01-05 00:00:00
1,create_message,3793,success,2023-01-05 00:00:00
16,create_message,2391,success,2023-01-05 00:00:00
26,registration,,success,2023-01-06 00:00:00
27,registration,,success,2023-01-06 00:00:00
28,registration,,success,2023-01-06 00:00:00
29,registration,,success,2023-01-06 00:00:00
30,registration,,success,2023-01-06 00:00:00
28,first_visit,,success,2023-01-06 00:00:00
24,first_visit,,success,2023-01-06 00:00:00
29,first_visit,,success,2023-01-06 00:00:00
29,first_visit,,success,2023-01-06 00:00:00
23,first_visit,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
,registration,,success,2023-01-06 00:00:00
22,login,,success,2023-01-06 00:00:00
10,login,,success,2023-01-06 00:00:00
27,login,,success,2023-01-06 00:00:00
21,login,,success,2023-01-06 00:00:00
6,login,,success,2023-01-06 00:00:00
10,logout,,success,2023-01-06 00:00:00
6,logout,,success,2023-01-06 00:00:00
8,logout,,success,2023-01-06 00:00:00
8,logout,,success,2023-01-06 00:00:00
30,logout,,success,2023-01-06 00:00:00
,create_topic,2162,error,2023-01-06 00:00:00
23,create_topic,6291,success,2023-01-06 00:00:00
,create_topic,3150,error,2023-01-06 00:00:00
,create_topic,2835,error,2023-01-06 00:00:00
9,create_topic,7028,success,2023-01-06 00:00:00
17,create_topic,7298,success,2023-01-06 00:00:00
15,create_topic,7391,success,2023-01-06 00:00:00
11,view_topic,,success,2023-01-06 00:00:00
3,view_topic,,success,2023-01-06 00:00:00
27,view_topic,,success,2023-01-06 00:00:00
11,view_topic,,success,2023-01-06 00:00:00
17,view_topic,,success,2023-01-06 00:00:00
6,delete_topic,,success,2023-01-06 00:00:00
21,delete_topic,,success,2023-01-06 00:00:00
8,delete_topic,,success,2023-01-06 00:00:00
26,delete_topic,,success,2023-01-06 00:00:00
15,delete_topic,,success,2023-01-06 00:00:00
4,create_message,3924,success,2023-01-06 00:00:00
20,create_message,4617,success,2023-01-06 00:00:00
28,create_message,6734,success,2023-01-06 00:00:00
10,create_message,7991,success,2023-01-06 00:00:00
27,create_message,1102,success,2023-01-06 00:00:00
31,registration,,success,2023-01-07 00:00:00
32,registration,,success,2023-01-07 00:00:00
33,registration,,success,2023-01-07 00:00:00
34,registration,,success,2023-01-07 00:00:00
35,registration,,success,2023-01-07 00:00:00
27,first_visit,,success,2023-01-07 00:00:00
29,first_visit,,success,2023-01-07 00:00:00
9,first_visit,,success,2023-01-07 00:00:00
6,first_visit,,success,2023-01-07 00:00:00
3,first_visit,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
,registration,,success,2023-01-07 00:00:00
25,login,,success,2023-01-07 00:00:00
28,login,,success,2023-01-07 00:00:00
8,login,,success,2023-01-07 00:00:00
8,login,,success,2023-01-07 00:00:00
35,login,,success,2023-01-07 00:00:00
7,logout,,success,2023-01-07 00:00:00
32,logout,,success,2023-01-07 00:00:00
10,logout,,success,2023-01-07 00:00:00
19,logout,,success,2023-01-07 00:00:00
23,logout,,success,2023-01-07 00:00:00
32,create_topic,6430,success,2023-01-07 00:00:00
,create_topic,7176,error,2023-01-07 00:00:00
4,create_topic,6433,success,2023-01-07 00:00:00
16,create_topic,6199,success,2023-01-07 00:00:00
24,create_topic,4240,success,2023-01-07 00:00:00
,create_topic,8644,error,2023-01-07 00:00:00
20,create_topic,4759,success,2023-01-07 00:00:00
18,view_topic,,success,2023-01-07 00:00:00
14,view_topic,,success,2023-01-07 00:00:00
21,view_topic,,success,2023-01-07 00:00:00
27,view_topic,,success,2023-01-07 00:00:00
2,view_topic,,success,2023-01-07 00:00:00
20,delete_topic,,success,2023-01-07 00:00:00
23,delete_topic,,success,2023-01-07 00:00:00
13,delete_topic,,success,2023-01-07 00:00:00
7,delete_topic,,success,2023-01-07 00:00:00
10,delete_topic,,success,2023-01-07 00:00:00
21,create_message,3364,success,2023-01-07 00:00:00
20,create_message,8863,success,2023-01-07 00:00:00
26,create_message,6360,success,2023-01-07 00:00:00
33,create_message,8029,success,2023-01-07 00:00:00
4,create_message,2621,success,2023-01-07 00:00:00
36,registration,,success,2023-01-08 00:00:00
37,registration,,success,2023-01-08 00:00:00
38,registration,,success,2023-01-08 00:00:00
39,registration,,success,2023-01-08 00:00:00
40,registration,,success,2023-01-08 00:00:00
8,first_visit,,success,2023-01-08 00:00:00
37,first_visit,,success,2023-01-08 00:00:00
27,first_visit,,success,2023-01-08 00:00:00
2,first_visit,,success,2023-01-08 00:00:00
10,first_visit,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
,registration,,success,2023-01-08 00:00:00
7,login,,success,2023-01-08 00:00:00
36,login,,success,2023-01-08 00:00:00
13,login,,success,2023-01-08 00:00:00
4,login,,success,2023-01-08 00:00:00
15,login,,success,2023-01-08 00:00:00
35,logout,,success,2023-01-08 00:00:00
32,logout,,success,2023-01-08 00:00:00
21,logout,,success,2023-01-08 00:00:00
8,logout,,success,2023-01-08 00:00:00
2,logout,,success,2023-01-08 00:00:00
18,create_topic,6771,success,2023-01-08 00:00:00
19,create_topic,3342,success,2023-01-08 00:00:00
28,create_topic,1371,success,2023-01-08 00:00:00
,create_topic,8871,error,2023-01-08 00:00:00
,create_topic,6368,error,2023-01-08 00:00:00
3,create_topic,9646,success,2023-01-08 00:00:00
28,create_topic,7129,success,2023-01-08 00:00:00
11,view_topic,,success,2023-01-08 00:00:00
6,view_topic,,success,2023-01-08 00:00:00
34,view_topic,,success,2023-01-08 00:00:00
8,view_topic,,success,2023-01-08 00:00:00
4,view_topic,,success,2023-01-08 00:00:00
1,delete_topic,,success,2023-01-08 00:00:00
33,delete_topic,,success,2023-01-08 00:00:00
20,delete_topic,,success,2023-01-08 00:00:00
10,delete_topic,,success,2023-01-08 00:00:00
33,delete_topic,,success,2023-01-08 00:00:00
5,create_message,3480,success,2023-01-08 00:00:00
39,create_message,4221,success,2023-01-08 00:00:00
22,create_message,4061,success,2023-01-08 00:00:00
39,create_message,5972,success,2023-01-08 00:00:00
3,create_message,1033,success,2023-01-08 00:00:00
41,registration,,success,2023-01-09 00:00:00
42,registration,,success,2023-01-09 00:00:00
43,registration,,success,2023-01-09 00:00:00
44,registration,,success,2023-01-09 00:00:00
45,registration,,success,2023-01-09 00:00:00
20,first_visit,,success,2023-01-09 00:00:00
19,first_visit,,success,2023-01-09 00:00:00
17,first_visit,,success,2023-01-09 00:00:00
25,first_visit,,success,2023-01-09 00:00:00
37,first_visit,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
,registration,,success,2023-01-09 00:00:00
25,login,,success,2023-01-09 00:00:00
28,login,,success,2023-01-09 00:00:00
16,login,,success,2023-01-09 00:00:00
41,login,,success,2023-01-09 00:00:00
23,login,,success,2023-01-09 00:00:00
29,logout,,success,2023-01-09 00:00:00
13,logout,,success,2023-01-09 00:00:00
33,logout,,success,2023-01-09 00:00:00
25,logout,,success,2023-01-09 00:00:00
20,logout,,success,2023-01-09 00:00:00
31,create_topic,1631,success,2023-01-09 00:00:00
14,create_topic,9606,success,2023-01-09 00:00:00
,create_topic,6336,error,2023-01-09 00:00:00
24,create_topic,8082,success,2023-01-09 00:00:00
,create_topic,9524,error,2023-01-09 00:00:00
,create_topic,7973,error,2023-01-09 00:00:00
2,create_topic,9408,success,2023-01-09 00:00:00
41,view_topic,,success,2023-01-09 00:00:00
20,view_topic,,success,2023-01-09 00:00:00
12,view_topic,,success,2023-01-09 00:00:00
8,view_topic,,success,2023-01-09 00:00:00
42,view_topic,,success,2023-01-09 00:00:00
15,delete_topic,,success,2023-01-09 00:00:00
38,delete_topic,,success,2023-01-09 00:00:00
35,delete_topic,,success,2023-01-09 00:00:00
11,delete_topic,,success,2023-01-09 00:00:00
20,delete_topic,,success,2023-01-09 00:00:00
6,create_message,2895,success,2023-01-09 00:00:00
13,create_message,7360,success,2023-01-09 00:00:00
8,create_message,9538,success,2023-01-09 00:00:00
35,create_message,4828,success,2023-01-09 00:00:00
21,create_message,7818,success,2023-01-09 00:00:00
46,registration,,success,2023-01-10 00:00:00
47,registration,,success,2023-01-10 00:00:00
48,registration,,success,2023-01-10 00:00:00
49,registration,,success,2023-01-10 00:00:00
50,registration,,success,2023-01-10 00:00:00
21,first_visit,,success,2023-01-10 00:00:00
25,first_visit,,success,2023-01-10 00:00:00
9,first_visit,,success,2023-01-10 00:00:00
32,first_visit,,success,2023-01-10 00:00:00
5,first_visit,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
,registration,,success,2023-01-10 00:00:00
42,login,,success,2023-01-10 00:00:00
50,login,,success,2023-01-10 00:00:00
15,login,,success,2023-01-10 00:00:00
21,login,,success,2023-01-10 00:00:00
22,login,,success,2023-01-10 00:00:00
4,logout,,success,2023-01-10 00:00:00
5,logout,,success,2023-01-10 00:00:00
38,logout,,success,2023-01-10 00:00:00
48,logout,,success,2023-01-10 00:00:00
49,logout,,success,2023-01-10 00:00:00
44,create_topic,5144,success,2023-01-10 00:00:00
48,create_topic,9437,success,2023-01-10 00:00:00
22,create_topic,6117,success,2023-01-10 00:00:00
28,create_topic,2240,success,2023-01-10 00:00:00
24,create_topic,5327,success,2023-01-10 00:00:00
,create_topic,6337,error,2023-01-10 00:00:00
9,create_topic,5026,success,2023-01-10 00:00:00
10,view_topic,,success,2023-01-10 00:00:00
34,view_topic,,success,2023-01-10 00:00:00
16,view_topic,,success,2023-01-10 00:00:00
47,view_topic,,success,2023-01-10 00:00:00
36,view_topic,,success,2023-01-10 00:00:00
41,delete_topic,,success,2023-01-10 00:00:00
31,delete_topic,,success,2023-01-10 00:00:00
50,delete_topic,,success,2023-01-10 00:00:00
19,delete_topic,,success,2023-01-10 00:00:00
21,delete_topic,,success,2023-01-10 00:00:00
33,create_message,4886,success,2023-01-10 00:00:00
23,create_message,3232,success,2023-01-10 00:00:00
5,create_message,9486,success,2023-01-10 00:00:00
13,create_message,2824,success,2023-01-10 00:00:00
31,create_message,7584,success,2023-01-10 00:00:00
51,registration,,success,2023-01-11 00:00:00
52,registration,,success,2023-01-11 00:00:00
53,registration,,success,2023-01-11 00:00:00
54,registration,,success,2023-01-11 00:00:00
55,registration,,success,2023-01-11 00:00:00
45,first_visit,,success,2023-01-11 00:00:00
5,first_visit,,success,2023-01-11 00:00:00
11,first_visit,,success,2023-01-11 00:00:00
44,first_visit,,success,2023-01-11 00:00:00
37,first_visit,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
,registration,,success,2023-01-11 00:00:00
51,login,,success,2023-01-11 00:00:00
26,login,,success,2023-01-11 00:00:00
45,login,,success,2023-01-11 00:00:00
55,login,,success,2023-01-11 00:00:00
42,login,,success,2023-01-11 00:00:00
4,logout,,success,2023-01-11 00:00:00
4,logout,,success,2023-01-11 00:00:00
18,logout,,success,2023-01-11 00:00:00
34,logout,,success,2023-01-11 00:00:00
55,logout,,success,2023-01-11 00:00:00
22,create_topic,7575,success,2023-01-11 00:00:00
,create_topic,9678,error,2023-01-11 00:00:00
45,create_topic,7607,success,2023-01-11 00:00:00
18,create_topic,8175,success,2023-01-11 00:00:00
,create_topic,2710,error,2023-01-11 00:00:00
52,create_topic,5284,success,2023-01-11 00:00:00
,create_topic,8642,error,2023-01-11 00:00:00
54,view_topic,,success,2023-01-11 00:00:00
41,view_topic,,success,2023-01-11 00:00:00
6,view_topic,,success,2023-01-11 00:00:00
49,view_topic,,success,2023-01-11 00:00:00
32,view_topic,,success,2023-01-11 00:00:00
47,delete_topic,,success,2023-01-11 00:00:00
23,delete_topic,,success,2023-01-11 00:00:00
13,delete_topic,,success,2023-01-11 00:00:00
47,delete_topic,,success,2023-01-11 00:00:00
35,delete_topic,,success,2023-01-11 00:00:00
24,create_message,8355,success,2023-01-11 00:00:00
47,create_message,9926,success,2023-01-11 00:00:00
8,create_message,5355,success,2023-01-11 00:00:00
45,create_message,6985,success,2023-01-11 00:00:00
46,create_message,3883,success,2023-01-11 00:00:00
56,registration,,success,2023-01-12 00:00:00
57,registration,,success,2023-01-12 00:00:00
58,registration,,success,2023-01-12 00:00:00
59,registration,,success,2023-01-12 00:00:00
60,registration,,success,2023-01-12 00:00:00
4,first_visit,,success,2023-01-12 00:00:00
59,first_visit,,success,2023-01-12 00:00:00
60,first_visit,,success,2023-01-12 00:00:00
25,first_visit,,success,2023-01-12 00:00:00
59,first_visit,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
,registration,,success,2023-01-12 00:00:00
40,login,,success,2023-01-12 00:00:00
8,login,,success,2023-01-12 00:00:00
43,login,,success,2023-01-12 00:00:00
55,login,,success,2023-01-12 00:00:00
17,login,,success,2023-01-12 00:00:00
9,logout,,success,2023-01-12 00:00:00
18,logout,,success,2023-01-12 00:00:00
52,logout,,success,2023-01-12 00:00:00
21,logout,,success,2023-01-12 00:00:00
23,logout,,success,2023-01-12 00:00:00
6,create_topic,2984,success,2023-01-12 00:00:00
,create_topic,5385,error,2023-01-12 00:00:00
50,create_topic,7344,success,2023-01-12 00:00:00
,create_topic,2713,error,2023-01-12 00:00:00
,create_topic,8832,error,2023-01-12 00:00:00
,create_topic,8201,error,2023-01-12 00:00:00
15,create_topic,2535,success,2023-01-12 00:00:00
8,view_topic,,success,2023-01-12 00:00:00
28,view_topic,,success,2023-01-12 00:00:00
16,view_topic,,success,2023-01-12 00:00:00
37,view_topic,,success,2023-01-12 00:00:00
8,view_topic,,success,2023-01-12 00:00:00
6,delete_topic,,success,2023-01-12 00:00:00
7,delete_topic,,success,2023-01-12 00:00:00
5,delete_topic,,success,2023-01-12 00:00:00
53,delete_topic,,success,2023-01-12 00:00:00
7,delete_topic,,success,2023-01-12 00:00:00
53,create_message,6240,success,2023-01-12 00:00:00
28,create_message,2536,success,2023-01-12 00:00:00
25,create_message,5515,success,2023-01-12 00:00:00
55,create_message,2032,success,2023-01-12 00:00:00
35,create_message,3362,success,2023-01-12 00:00:00
61,registration,,success,2023-01-13 00:00:00
62,registration,,success,2023-01-13 00:00:00
63,registration,,success,2023-01-13 00:00:00
64,registration,,success,2023-01-13 00:00:00
65,registration,,success,2023-01-13 00:00:00
47,first_visit,,success,2023-01-13 00:00:00
28,first_visit,,success,2023-01-13 00:00:00
55,first_visit,,success,2023-01-13 00:00:00
22,first_visit,,success,2023-01-13 00:00:00
4,first_visit,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
,registration,,success,2023-01-13 00:00:00
36,login,,success,2023-01-13 00:00:00
9,login,,success,2023-01-13 00:00:00
48,login,,success,2023-01-13 00:00:00
65,login,,success,2023-01-13 00:00:00
43,login,,success,2023-01-13 00:00:00
38,logout,,success,2023-01-13 00:00:00
19,logout,,success,2023-01-13 00:00:00
15,logout,,success,2023-01-13 00:00:00
16,logout,,success,2023-01-13 00:00:00
20,logout,,success,2023-01-13 00:00:00
33,create_topic,6664,success,2023-01-13 00:00:00
50,create_topic,6552,success,2023-01-13 00:00:00
,create_topic,4075,error,2023-01-13 00:00:00
,create_topic,8369,error,2023-01-13 00:00:00
18,create_topic,9986,success,2023-01-13 00:00:00
,create_topic,2530,error,2023-01-13 00:00:00
20,create_topic,9819,success,2023-01-13 00:00:00
11,view_topic,,success,2023-01-13 00:00:00
10,view_topic,,success,2023-01-13 00:00:00
44,view_topic,,success,2023-01-13 00:00:00
13,view_topic,,success,2023-01-13 00:00:00
21,view_topic,,success,2023-01-13 00:00:00
52,delete_topic,,success,2023-01-13 00:00:00
54,delete_topic,,success,2023-01-13 00:00:00
19,delete_topic,,success,2023-01-13 00:00:00
32,delete_topic,,success,2023-01-13 00:00:00
65,delete_topic,,success,2023-01-13 00:00:00
23,create_message,2423,success,2023-01-13 00:00:00
16,create_message,2007,success,2023-01-13 00:00:00
15,create_message,4600,success,2023-01-13 00:00:00
14,create_message,5948,success,2023-01-13 00:00:00
13,create_message,1114,success,2023-01-13 00:00:00
66,registration,,success,2023-01-14 00:00:00
67,registration,,success,2023-01-14 00:00:00
68,registration,,success,2023-01-14 00:00:00
69,registration,,success,2023-01-14 00:00:00
70,registration,,success,2023-01-14 00:00:00
48,first_visit,,success,2023-01-14 00:00:00
48,first_visit,,success,2023-01-14 00:00:00
9,first_visit,,success,2023-01-14 00:00:00
15,first_visit,,success,2023-01-14 00:00:00
65,first_visit,,success,2023-01-14 00:00:00
,registration,,success,2023-01-14 00:00:00
,registration,,success,2023-01-14 00:00:00
,registration,,success,2023-01-14 00:00:00
